node;ingest_year;num_alarms_per_year;sum_duration_hours;avg_duration_hours;total_tics
ZA91W;2024;3;3.18;1.06;0
LO46R;2024;1;8.25;8.25;0
MU42J;2024;9;3.09;0.34;0
MU02H;2024;19;8.06;0.42;0
MU61X;2024;14;4.58;0.33;0
MU45X;2024;15;4.2;0.28;0
LU09M;2024;4;0.25;0.06;0
BX28L;2024;8;0.58;0.07;0
SG72W;2024;4;4.92;1.23;0
CU06T;2024;30;80.83;2.69;0
SE25S;2024;6;1.33;0.22;0
BX05L;2024;146;8.93;0.06;1
PM37X;2024;29;5.82;0.2;0
MU57X;2024;14;10.35;0.74;0
AX15Y;2024;25;1097.69;43.91;34
BU97N;2024;5;9.75;1.95;0
MX67V;2024;6;38.68;6.45;66
TE10D;2024;11;6.76;0.61;0
MA77F;2024;7;2.01;0.29;0
BX52D;2024;1;0.08;0.08;0
BX27A;2024;12;38.34;3.2;0
SE94S;2024;6;7.41;1.24;9
LE29I;2024;2;0.34;0.17;0
LE44L;2024;5;0.74;0.15;0
PO25L;2024;25;61.48;2.46;0
MU89Y;2024;20;3.66;0.18;0
BX05W;2024;3;6.42;2.14;0
PO47T;2024;2;0.0;0.0;0
MU27J;2024;14;35.07;2.5;0
MX41M;2024;7;1.76;0.25;0
LE38W;2024;3;0.25;0.08;0
BU41L;2024;13;8.26;0.64;0
SG26O;2024;6;1.25;0.21;0
GR04Z;2024;9;1.24;0.14;0
ZA24L;2024;7;0.69;0.1;0
OR71L;2024;5;3.0;0.6;0
MU91T;2024;8;3.16;0.4;0
BX07K;2024;5;3.52;0.7;0
AX73S;2024;3;0.66;0.22;0
MX90J;2024;14;65.43;4.67;2
TF80T;2024;5;6.65;1.33;1
OX72F;2024;2;0.0;0.0;0
MU06O;2024;6;2.9;0.48;0
BX63N;2024;2;0.15;0.08;0
BX58G;2024;6;0.48;0.08;0
GI51B;2024;9;16.77;1.86;41
BX02Y;2024;13;3.76;0.29;0
BX49Z;2024;5;11.25;2.25;6
TO16T;2024;23;10.88;0.47;1
VX24X;2024;2;2.26;1.13;0
CA77P;2024;3;8.5;2.83;0
SE08W;2024;4;0.83;0.21;0
MX43J;2024;4;0.33;0.08;0
TF46F;2024;9;61.15;6.79;2
MX05T;2024;3;2.77;0.92;0
MA04M;2024;9;288.5;32.06;66
BX06W;2024;6;0.5;0.08;0
NA54C;2024;5;0.5;0.1;0
ZX63C;2024;2;8.84;4.42;2
BX32Q;2024;9;0.58;0.06;0
MU65X;2024;14;21.37;1.53;0
BU40L;2024;8;1.27;0.16;0
BX50I;2024;11;2.84;0.26;0
MX69B;2024;5;1.25;0.25;0
W5419F4;2024;3;0.0;0.0;0
CR15K;2024;4;5.26;1.32;11
BX45U;2024;9;3.93;0.44;0
ZA44I;2024;10;5.44;0.54;0
ZA38I;2024;7;3.43;0.49;0
PO16H;2024;2;0.17;0.09;0
BX41M;2024;25;14.19;0.57;0
BX93X;2024;36;11.33;0.31;0
MA52L;2024;15;3.82;0.25;0
SX35I;2024;20;21.9;1.1;0
LE32L;2024;4;0.51;0.13;0
A5367;2024;4;3.91;0.98;0
BX97N;2024;2;0.08;0.04;0
GC08W;2024;1;0.08;0.08;0
ZA46I;2024;6;6.09;1.02;0
0104VI;2024;3;0.42;0.14;0
MU40Y;2024;4;9.08;2.27;0
VA70F;2024;4;0.33;0.08;0
MX94U;2024;13;55.66;4.28;0
BX28K;2024;3;0.0;0.0;0
MX82S;2024;18;34.7;1.93;2
MX17F;2024;25;18.7;0.75;0
AB24A;2024;8;8.99;1.12;0
BX29R;2024;55;166.33;3.02;0
VX28A;2024;4;4.34;1.09;8
VA01M;2024;2;0.16;0.08;0
ZX77S;2024;8;9.51;1.19;0
MX06V;2024;7;3.41;0.49;0
HX57A;2024;3;4.0;1.33;0
C5119B2;2024;1;0.5;0.5;0
ZA22I;2024;15;15.66;1.04;0
CA05H;2024;26;2.83;0.11;0
MU99X;2024;7;0.33;0.05;0
AX82X;2024;8;1.07;0.13;0
BX52A;2024;8;1.33;0.17;0
TX65W;2024;3;0.16;0.05;0
CU70T;2024;2;5.25;2.63;0
BX16I;2024;3;0.0;0.0;0
PM12Z;2024;8;3.01;0.38;0
BA57G;2024;22;9.51;0.43;572
SE01Z;2024;698;370.29;0.53;0
AV16U;2024;4;0.41;0.1;0
MX50S;2024;3;0.99;0.33;0
LU51W;2024;4;0.09;0.02;0
VI16F;2024;6;0.42;0.07;0
MU77Y;2024;4;11.82;2.96;0
ZX17S;2024;8;199.72;24.97;7
PX67I;2024;16;7.66;0.48;0
BX28N;2024;5;0.17;0.03;0
E0546;2024;1;0.0;0.0;0
BX26B;2024;4;14.99;3.75;4
AL17U;2024;19;5.0;0.26;0
LE74M;2024;2;0.34;0.17;0
ZA25I;2024;6;3.35;0.56;0
ZA02I;2024;40;28.02;0.7;0
MU41R;2024;10;23.68;2.37;0
BX60H;2024;1;0.59;0.59;0
PX05I;2024;3;4.75;1.58;0
BX38M;2024;3;1.08;0.36;0
ZA87I;2024;5;0.35;0.07;0
AX46E;2024;4;0.33;0.08;0
C5119F1;2024;1;0.5;0.5;0
ZA06I;2024;3;3.18;1.06;0
A4377;2024;4;0.26;0.07;0
PM97C;2024;4;0.5;0.13;0
AV05W;2024;14;5.07;0.36;0
AX87T;2024;8;2.48;0.31;0
MU15R;2024;4;0.17;0.04;0
SS07S;2024;12;24.27;2.02;3
MU60X;2024;12;3.84;0.32;0
MX33Y;2024;4;1.33;0.33;0
SS05I;2024;5;1.17;0.23;0
SE01P;2024;7;2.0;0.29;0
SA66I;2024;7;0.57;0.08;0
TX72R;2024;15;61.66;4.11;1
CX66H;2024;12;10.74;0.9;0
GU22F;2024;6;12.74;2.12;3
SE10R;2024;5;0.32;0.06;0
MU58X;2024;5;1.67;0.33;0
MU68T;2024;8;2.75;0.34;0
BX10J;2024;21;5.84;0.28;2
NA41B;2024;1;0.08;0.08;0
VA25M;2024;13;1.67;0.13;0
MA27N;2024;104;357.97;3.44;23
ZX93O;2024;10;8.43;0.84;0
LU31L;2024;1;0.08;0.08;0
MX62I;2024;20;4.14;0.21;0
AL10U;2024;14;4.92;0.35;0
MX03V;2024;22;4.15;0.19;0
SE41W;2024;7;0.76;0.11;0
AX44E;2024;3;3.33;1.11;0
PO60W;2024;1;2.33;2.33;0
BU26G;2024;4;0.51;0.13;0
LE05I;2024;14;3.35;0.24;0
SX84I;2024;10;142.11;14.21;0
TX23S;2024;12;4.46;0.37;0
ZA08I;2024;4;3.26;0.82;0
ZA39I;2024;5;3.35;0.67;0
MU33Y;2024;13;24.52;1.89;0
BX27X;2024;5;0.84;0.17;0
MX90F;2024;2;0.75;0.38;0
CU56A;2024;28;5.02;0.18;0
LU82M;2024;9;6.25;0.69;0
ZA30I;2024;5;7.17;1.43;0
CS32C;2024;44;4.5;0.1;0
MX66G;2024;3;7.34;2.45;0
LE05L;2024;1;0.17;0.17;0
ZA06W;2024;13;13.5;1.04;0
ZX03S;2024;7;9.99;1.43;0
VI05Z;2024;3;13.5;4.5;1
TE05M;2024;3;2.08;0.69;0
CX67E;2024;42;25.62;0.61;0
OR93W;2024;7;6.07;0.87;0
MU50T;2024;9;0.59;0.07;0
SE75Y;2024;1;10.74;10.74;0
PO71G;2024;2;0.0;0.0;0
AB97N;2024;11;9.54;0.87;0
MU31R;2024;14;5.58;0.4;0
HU07H;2024;5;4.92;0.98;0
SS07H;2024;5;3.43;0.69;0
MA06C;2024;8;5.24;0.66;0
AX72X;2024;5;0.25;0.05;0
BX40D;2024;5;2.67;0.53;0
PO77M;2024;12;3.33;0.28;0
BX56I;2024;3;0.09;0.03;0
NA37E;2024;5;3.83;0.77;3
AL19U;2024;18;5.17;0.29;0
CX69U;2024;157;369.82;2.36;0
MU67X;2024;10;3.07;0.31;0
VX44Y;2024;6;89.49;14.92;8
AX45L;2024;7;14.93;2.13;0
CS87B;2024;5;0.26;0.05;0
SG13U;2024;52;24.38;0.47;0
HX20M;2024;23;5.25;0.23;0
MU66X;2024;7;2.0;0.29;0
SE62E;2024;3;0.58;0.19;0
GI95S;2024;78;6.57;0.08;0
BX10C;2024;2;0.69;0.35;0
BX80P;2024;13;51.6;3.97;2
BA61W;2024;10;2.16;0.22;0
CU41B;2024;2;3.92;1.96;0
ZA41W;2024;5;6.01;1.2;0
GR54K;2024;3;4.49;1.5;0
MU54X;2024;9;4.17;0.46;0
MU23R;2024;15;1.0;0.07;0
AX10Y;2024;3;1.08;0.36;0
MX04L;2024;15;4.76;0.32;0
BX57E;2024;6;9.49;1.58;0
BI02E;2024;2;8.33;4.17;0
VX86E;2024;5;8.92;1.78;0
BX17C;2024;3;0.92;0.31;0
ZX28A;2024;13;153.25;11.79;0
A6492;2024;1;1.18;1.18;0
MU28R;2024;6;0.42;0.07;0
BX51Q;2024;17;0.67;0.04;0
BX81V;2024;12;22.17;1.85;7
CX21M;2024;10;0.98;0.1;0
MX56M;2024;2;5.19;2.59;0
MU29Y;2024;8;2.92;0.37;0
VX80K;2024;3;0.43;0.14;0
AX65T;2024;4;1.33;0.33;0
CA20C;2024;2;43.67;21.84;0
TF27R;2024;19;30.58;1.61;805
VX98V;2024;9;4.67;0.52;0
LU23M;2024;21;18.65;0.89;2
AX70S;2024;5;0.74;0.15;0
SS21H;2024;10;82.51;8.25;4
PX06I;2024;6;2.83;0.47;0
NA27D;2024;7;0.16;0.02;0
MX96R;2024;8;21.54;2.69;0
C5253F2;2024;1;0.24;0.24;0
VX33E;2024;14;2.26;0.16;0
BX14S;2024;6;35.24;5.87;1
SS13A;2024;11;14.08;1.28;0
MX07P;2024;3;2.8;0.93;0
ZA34W;2024;15;32.5;2.17;0
OX28E;2024;6;0.16;0.03;0
VX53K;2024;14;199.19;14.23;79
ZA12I;2024;12;6.84;0.57;0
BX16E;2024;4;40.64;10.16;5
MU41J;2024;13;3.73;0.29;0
MU57Y;2024;22;1.58;0.07;0
SE36B;2024;2;1.75;0.88;0
LE66W;2024;6;2.43;0.41;0
MX98B;2024;16;7.04;0.44;2
MU60R;2024;6;0.58;0.1;0
OR43A;2024;22;5.74;0.26;0
BX97T;2024;2;0.08;0.04;0
TX07W;2024;11;7.35;0.67;0
SS06I;2024;5;3.93;0.79;3
TE13A;2024;22;88.18;4.01;16
LE01I;2024;2;0.17;0.09;0
LE38L;2024;4;0.84;0.21;0
OX40M;2024;2;0.41;0.21;0
MU46J;2024;10;0.85;0.08;0
SG29W;2024;9;4.75;0.53;0
ZX27S;2024;9;3.59;0.4;0
VX00V;2024;4;165.15;41.29;2
MX32S;2024;12;34.75;2.9;1
TE10E;2024;16;6.81;0.43;0
GU16R;2024;9;12.66;1.41;3
MX85J;2024;26;4.48;0.17;0
SX01Z;2024;2;0.0;0.0;0
BX36M;2024;8;0.68;0.08;0
LU50M;2024;5;0.9;0.18;0
MU98X;2024;5;2.33;0.47;0
BX87S;2024;3;2.08;0.69;0
CO40E;2024;5;1.34;0.27;0
GR77Z;2024;3;0.25;0.08;0
BU98N;2024;1;6.08;6.08;0
MX80Y;2024;6;21.4;3.57;0
BX41S;2024;12;65.57;5.46;1
ZA85W;2024;6;7.0;1.17;0
PM73X;2024;17;5.84;0.34;0
LE10M;2024;5;0.18;0.04;0
GC67L;2024;11;4.44;0.4;0
BU60I;2024;12;1.19;0.1;0
MX12T;2024;8;5.0;0.63;0
BX42E;2024;3;0.0;0.0;0
NA21C;2024;8;4.0;0.5;3
MU79Y;2024;143;9.21;0.06;0
MU24T;2024;5;19.77;3.95;0
SE73S;2024;4;7.32;1.83;0
C5119F3;2024;1;0.5;0.5;0
LE20M;2024;5;5.18;1.04;0
MA43E;2024;13;245.59;18.89;0
SE42E;2024;2;2.08;1.04;0
MX10G;2024;122;84.0;0.69;4
MU79X;2024;7;2.82;0.4;0
MX74Q;2024;1;0.0;0.0;0
GI02S;2024;42;7.08;0.17;0
ZA42I;2024;7;3.51;0.5;0
MA72D;2024;8;0.57;0.07;0
MU87X;2024;11;2.89;0.26;0
BX30C;2024;10;33.82;3.38;6
BX33B;2024;4;0.74;0.19;0
VX92B;2024;12;14.53;1.21;0
GU15E;2024;25;220.66;8.83;0
AL05U;2024;7;3.5;0.5;0
SA12W;2024;4;0.74;0.19;0
AB11M;2024;7;1.52;0.22;0
GI15S;2024;1;0.0;0.0;0
SA78W;2024;26;1.49;0.06;0
CS59C;2024;5;7.73;1.55;0
BX56E;2024;9;1.16;0.13;0
OX28G;2024;1;0.17;0.17;0
MA03E;2024;5;44.68;8.94;0
CX91L;2024;10;9.93;0.99;0
MU77X;2024;6;1.67;0.28;0
PM62J;2024;4;0.27;0.07;0
BX75L;2024;3;0.08;0.03;0
SA65I;2024;25;1.49;0.06;0
AX54E;2024;12;111.48;9.29;0
MU07J;2024;9;67.91;7.55;0
MU41T;2024;7;2.92;0.42;0
MX37O;2024;11;14.63;1.33;0
LE68L;2024;9;0.59;0.07;0
LE65W;2024;4;0.43;0.11;0
C5119B3;2024;1;0.5;0.5;0
BX47Q;2024;3;0.25;0.08;0
MX42K;2024;7;1.07;0.15;0
SG71W;2024;3;1.52;0.51;0
CA36Z;2024;3;0.67;0.22;0
BX20W;2024;1;0.51;0.51;0
PX48I;2024;4;2.83;0.71;0
AX51S;2024;3;0.0;0.0;0
BX29J;2024;57;8.5;0.15;0
MU09Y;2024;5;1.3;0.26;0
MU63R;2024;9;4.43;0.49;0
SS04S;2024;5;4.01;0.8;3
PX18I;2024;16;18.06;1.13;0
NA07E;2024;4;0.08;0.02;0
PM11Z;2024;9;3.6;0.4;0
OX83G;2024;5;1.65;0.33;0
VX97K;2024;8;95.26;11.91;39
CO88D;2024;4;0.4;0.1;0
LE97L;2024;4;0.26;0.07;0
MU65T;2024;3;0.41;0.14;0
BX50U;2024;6;33.25;5.54;0
LE37M;2024;17;7.1;0.42;1
VX89A;2024;5;14.0;2.8;8
BX23I;2024;6;11.66;1.94;0
AX63T;2024;7;1.84;0.26;0
MA58S;2024;2;0.33;0.17;0
VX21X;2024;3;14.43;4.81;1
CA05Z;2024;6;1.16;0.19;0
BX42L;2024;12;4.34;0.36;0
AX09S;2024;9;10.65;1.18;0
MX58K;2024;6;2.67;0.45;0
BX48R;2024;16;5.41;0.34;4
GI03Z;2024;8;120.16;15.02;0
CS15A;2024;3;3.09;1.03;0
BX94N;2024;11;11.51;1.05;2
BX85E;2024;2;6.08;3.04;0
MU54J;2024;31;342.25;11.04;0
BU60L;2024;9;52.59;5.84;68
GU07G;2024;7;19.77;2.82;0
CR03S;2024;18;4.24;0.24;0
MU56R;2024;11;0.75;0.07;0
ZX01N;2024;3;74.42;24.81;2
BX51N;2024;11;101.74;9.25;5
VI92Z;2024;5;0.42;0.08;0
MU81J;2024;11;5.25;0.48;0
BI80Y;2024;2;0.33;0.17;0
BX79G;2024;6;1.17;0.19;0
GU27R;2024;8;20.68;2.59;0
BX53B;2024;11;12.5;1.14;2
MU36Y;2024;9;2.99;0.33;0
MU20R;2024;8;0.41;0.05;0
VX78E;2024;4;3.73;0.93;0
BX70Q;2024;7;2.08;0.3;0
BX27S;2024;23;2.69;0.12;0
LE58M;2024;7;12.0;1.71;0
MX21N;2024;1;8.57;8.57;0
AX28Y;2024;2;0.09;0.05;0
GI70S;2024;5;1.08;0.22;0
BX29H;2024;5;19.92;3.98;0
NA30F;2024;2;0.0;0.0;0
VX50V;2024;5;10.08;2.02;2
GC17I;2024;3;70.84;23.61;1
ZA24I;2024;6;3.35;0.56;0
ZA63W;2024;5;3.35;0.67;0
BX95U;2024;2;5.33;2.67;0
BX01K;2024;13;13.15;1.01;4
OX73L;2024;7;0.93;0.13;0
ZX02O;2024;10;5.56;0.56;0
BU26I;2024;11;0.33;0.03;0
PM36C;2024;21;5.66;0.27;0
GR07Z;2024;8;1.06;0.13;0
MX90B;2024;18;8.85;0.49;2
SA20W;2024;2;0.33;0.17;0
MU43T;2024;6;3.01;0.5;0
MU59X;2024;14;14.5;1.04;0
VX84E;2024;4;1.42;0.36;0
BX09C;2024;1;0.59;0.59;0
BX54Q;2024;2;0.0;0.0;0
TF52E;2024;11;1.09;0.1;0
MA07O;2024;1;0.0;0.0;0
CU34B;2024;3;1.08;0.36;0
BY64V;2024;9;24.99;2.78;0
TE75S;2024;5;48.09;9.62;0
SS29S;2024;7;4.19;0.6;3
LX54M;2024;9;0.67;0.07;0
SG56W;2024;7;2.02;0.29;0
BX44N;2024;9;0.65;0.07;0
AX06O;2024;3;0.5;0.17;0
GC24R;2024;2;44.71;22.36;1
AX80Y;2024;1;0.08;0.08;0
MU86Y;2024;5;0.42;0.08;0
CS58C;2024;13;13.73;1.06;6
MX28W;2024;19;3.4;0.18;0
CE50A;2024;2;0.08;0.04;0
ZA36I;2024;60;27.86;0.46;0
OR40W;2024;23;3.59;0.16;0
MU37R;2024;15;3.84;0.26;0
SE80L;2024;3;15.4;5.13;1
GR86Z;2024;60;28.95;0.48;0
PX68I;2024;7;5.26;0.75;0
CX85E;2024;8;6.84;0.86;0
GU37N;2024;32;149.6;4.68;0
OR92I;2024;12;1.74;0.15;0
SE60S;2024;53;38.58;0.73;1
OR11M;2024;6;28.5;4.75;0
AX12J;2024;3;10.68;3.56;4
BX67Z;2024;7;52.6;7.51;3
VX98P;2024;2;0.26;0.13;0
AX67R;2024;7;1.17;0.17;0
LE97W;2024;27;10.16;0.38;0
ZA10I;2024;42;19.4;0.46;0
BX22A;2024;41;41.82;1.02;0
LE25L;2024;4;4.61;1.15;1
VX78A;2024;4;4.25;1.06;8
BX54D;2024;8;0.65;0.08;0
BX55V;2024;4;4.02;1.01;0
SX08L;2024;5;1.16;0.23;0
LE42L;2024;1;0.17;0.17;0
OX53L;2024;7;1.59;0.23;0
VI19Z;2024;3;10.5;3.5;0
LE02M;2024;4;0.59;0.15;0
ZA73I;2024;6;5.67;0.95;0
MU46Y;2024;3;0.09;0.03;0
MU09O;2024;6;2.99;0.5;0
BX11H;2024;6;3.59;0.6;0
BI60Z;2024;2;0.91;0.45;0
BX31R;2024;3;0.07;0.02;0
SS06S;2024;4;4.09;1.02;3
C5764F1;2024;2;0.0;0.0;0
ZA56I;2024;4;3.18;0.79;0
PM04C;2024;8;6.76;0.85;2
MU53J;2024;5;118.0;23.6;3
CC88C;2024;5;9.83;1.97;0
BX46A;2024;7;17.59;2.51;4
ZX10C;2024;2;8.84;4.42;2
BX22M;2024;4;0.32;0.08;0
JX42D;2024;5;1.77;0.35;0
BI13Y;2024;9;87.09;9.68;0
TX10Z;2024;5;108.92;21.78;0
GR20J;2024;19;3.92;0.21;0
BX92A;2024;7;0.0;0.0;0
BX02I;2024;28;61.21;2.19;0
MU95Y;2024;9;0.09;0.01;0
BX96S;2024;92;26.12;0.28;0
LE92I;2024;4;0.51;0.13;0
BX24A;2024;7;14.66;2.09;0
VX34E;2024;9;7.14;0.79;0
OX48L;2024;5;0.42;0.08;0
BX19J;2024;9;14.83;1.65;5
BU02L;2024;6;5.18;0.86;0
MU04X;2024;6;1.68;0.28;0
PM98O;2024;1;0.59;0.59;0
BX40E;2024;6;19.41;3.24;1
BX25F;2024;9;0.51;0.06;0
C5764F2;2024;2;0.0;0.0;0
C5253F3;2024;1;0.24;0.24;0
VX93K;2024;7;1.92;0.27;0
PX57I;2024;7;10.9;1.56;0
BX33Y;2024;4;11.25;2.81;3
GC07U;2024;1;0.08;0.08;0
PM66C;2024;3;13.82;4.61;0
OR41A;2024;29;3.99;0.14;0
AX24R;2024;9;1324.68;147.19;0
CX82L;2024;2;0.25;0.13;0
SO88W;2024;14;2.0;0.14;0
BX29M;2024;25;46.75;1.87;10
MX61H;2024;26;12.23;0.47;0
CX83U;2024;3;0.0;0.0;0
A8220;2024;2;0.17;0.09;0
MU03R;2024;9;2.65;0.29;0
BX23C;2024;6;32.92;5.49;12
GI82M;2024;3;0.75;0.25;0
VA08O;2024;5;2.49;0.5;0
NA29G;2024;3;0.0;0.0;0
W5105F2;2024;1;0.25;0.25;0
LE02L;2024;6;1.9;0.32;0
SA18I;2024;1;1.84;1.84;0
MU36X;2024;16;4.65;0.29;0
CO18D;2024;2;0.0;0.0;0
MU76J;2024;10;2.34;0.23;0
AX12X;2024;3;0.91;0.3;0
SS22H;2024;3;0.67;0.22;0
MU20Y;2024;16;17.25;1.08;0
AX45E;2024;3;0.33;0.11;0
MX21S;2024;7;10.95;1.56;0
AX41R;2024;17;120.75;7.1;4
BX47J;2024;5;1.33;0.27;0
AX13X;2024;6;8.74;1.46;0
CS43A;2024;13;0.25;0.02;0
TF13W;2024;24;58.42;2.43;0
BX88I;2024;2;0.0;0.0;0
MX85B;2024;9;98.58;10.95;0
LE37L;2024;7;6.43;0.92;0
CA96C;2024;1;0.0;0.0;0
ZA23W;2024;5;3.51;0.7;0
BX03L;2024;259;40.21;0.16;0
BX99Q;2024;11;1.42;0.13;0
MU49R;2024;8;0.24;0.03;0
MX09B;2024;4;2.15;0.54;0
AX67Y;2024;9;1.32;0.15;0
ZX45N;2024;4;0.41;0.1;0
SG23W;2024;6;2.26;0.38;0
LE86L;2024;6;1.09;0.18;0
ZA47I;2024;14;8.83;0.63;0
ZX44O;2024;5;10.18;2.04;0
AX78E;2024;2;0.5;0.25;0
MX83Z;2024;27;316.63;11.73;4
OX38L;2024;9;0.91;0.1;0
BA41W;2024;12;4.86;0.41;0
ZX63S;2024;11;12.77;1.16;0
MU09J;2024;12;3.85;0.32;0
BX08W;2024;5;1.07;0.21;0
BI75Y;2024;2;0.33;0.17;0
SS10A;2024;3;0.32;0.11;0
LE39L;2024;6;4.09;0.68;0
ZA49I;2024;10;3.68;0.37;0
VA39I;2024;14;0.41;0.03;0
MU13R;2024;4;0.09;0.02;0
BU75E;2024;7;1.24;0.18;0
SE46W;2024;3;0.25;0.08;0
MU59R;2024;10;2.83;0.28;0
MX93T;2024;6;5.83;0.97;0
ZX01M;2024;1;0.42;0.42;0
BX58E;2024;9;33.5;3.72;1
MA75W;2024;17;3.27;0.19;0
MA42B;2024;5;0.08;0.02;0
PM33L;2024;63;22.51;0.36;4
CS26F;2024;4;1.75;0.44;0
MX45X;2024;3;1.47;0.49;0
MX25Y;2024;2;1.25;0.63;0
BX49U;2024;4;0.08;0.02;0
BI57Y;2024;2;23.33;11.67;0
NA44B;2024;8;14.26;1.78;0
CU50T;2024;1;0.08;0.08;0
MX49J;2024;5;19.68;3.94;25
BX47K;2024;2;14.58;7.29;5
OX56E;2024;4;0.58;0.15;0
CX08L;2024;2;0.0;0.0;0
A8101;2024;1;0.24;0.24;0
BX42C;2024;17;51.42;3.02;0
CX20T;2024;13;59.14;4.55;0
BX65L;2024;11;11.59;1.05;2
GU17F;2024;4;0.18;0.05;0
MA37L;2024;25;4.15;0.17;0
MX47I;2024;2;0.67;0.34;0
SE51S;2024;2;35.92;17.96;0
MU76X;2024;13;5.75;0.44;0
MX88U;2024;4;1.33;0.33;0
BX43I;2024;7;0.25;0.04;0
ZA05L;2024;7;6.51;0.93;0
ZA93W;2024;3;3.18;1.06;0
MA20M;2024;6;7.74;1.29;0
BX49R;2024;7;2.9;0.41;0
MU91X;2024;7;0.17;0.02;0
MU50X;2024;8;1.51;0.19;0
MU12X;2024;8;1.75;0.22;0
LU20L;2024;16;5.99;0.37;0
A2727;2024;2;0.67;0.34;0
PM72J;2024;8;2.24;0.28;0
ZA72W;2024;15;224.19;14.95;0
BX71D;2024;8;5.85;0.73;0
VX46E;2024;3;1.18;0.39;0
BX06A;2024;5;10.18;2.04;0
MX27C;2024;4;2.04;0.51;0
SE61E;2024;3;0.68;0.23;0
GR86K;2024;3;1.34;0.45;0
SS65S;2024;4;1.83;0.46;0
BX37X;2024;6;0.41;0.07;0
BX60B;2024;23;58.21;2.53;0
CO26E;2024;3;5.25;1.75;0
BX05O;2024;18;3.25;0.18;0
LE07L;2024;4;24.68;6.17;0
CW50G;2024;1;0.0;0.0;0
OR99L;2024;9;1.24;0.14;0
CS60C;2024;41;4.75;0.12;0
SE13L;2024;20;152.84;7.64;12
CO69D;2024;46;195.81;4.26;0
MX09Z;2024;4;9.09;2.27;0
BX78X;2024;2;0.0;0.0;0
VX28V;2024;8;12.33;1.54;0
BA65W;2024;12;2.41;0.2;0
VX37Z;2024;15;131.09;8.74;61
GI70R;2024;17;22.42;1.32;0
MU75Y;2024;5;0.18;0.04;0
PX02I;2024;15;9.73;0.65;0
PX04L;2024;14;8.01;0.57;0
MX47B;2024;2;0.67;0.34;0
LO03F;2024;6;15.59;2.6;0
CA22A;2024;5;40.25;8.05;1
TX09E;2024;7;15.67;2.24;1
AL18U;2024;19;5.16;0.27;0
BX98F;2024;8;105.5;13.19;2
MU77R;2024;8;2.83;0.35;0
ZX26Z;2024;4;4.67;1.17;0
CX74W;2024;27;15.64;0.58;0
ZX20A;2024;107;5.74;0.05;0
BX46U;2024;13;3.61;0.28;0
BI11Y;2024;4;2.33;0.58;0
AX71Y;2024;8;1.84;0.23;0
MU05X;2024;16;4.27;0.27;0
BY24V;2024;6;1.75;0.29;0
BX25Q;2024;17;48.59;2.86;0
LU13L;2024;5;10.07;2.01;0
PX21I;2024;8;2.34;0.29;0
MX42D;2024;3;5.33;1.78;0
GU41V;2024;1;0.0;0.0;0
AX05O;2024;2;1.59;0.8;0
MX21J;2024;26;58.83;2.26;32
MA10Z;2024;7;23.58;3.37;0
VI34Z;2024;4;0.67;0.17;0
TE07E;2024;5;2.58;0.52;0
OX56M;2024;14;0.85;0.06;0
GI99A;2024;17;2.39;0.14;0
MX96I;2024;6;42.58;7.1;66
MU29R;2024;8;2.43;0.3;0
ZX32C;2024;4;9.0;2.25;0
MA40F;2024;5;1.57;0.31;0
LE19L;2024;4;5.18;1.3;0
LE64I;2024;3;0.26;0.09;0
BX25N;2024;4;0.09;0.02;0
VX60C;2024;202;25.15;0.12;0
BX38D;2024;15;169.0;11.27;4
BX66B;2024;4;47.92;11.98;1
BX69G;2024;9;33.49;3.72;0
MA40C;2024;7;2.3;0.33;0
TF38L;2024;2;6.83;3.42;0
MU17R;2024;3;0.09;0.03;0
AX04Y;2024;4;1.16;0.29;0
VA71F;2024;3;7.5;2.5;0
BX77S;2024;21;1.27;0.06;0
BX62I;2024;3;0.0;0.0;0
VX99P;2024;1;0.67;0.67;0
SE59S;2024;12;24.98;2.08;1
BX90Q;2024;16;38.04;2.38;1
CU10G;2024;18;6.85;0.38;0
TE07T;2024;2;7.08;3.54;0
MU01Y;2024;15;8.67;0.58;0
BX01C;2024;10;0.41;0.04;0
BX30M;2024;14;35.16;2.51;5
GU22E;2024;73;307.82;4.22;46
TX95Z;2024;17;28.21;1.66;0
BX53D;2024;6;2.83;0.47;0
GC30V;2024;2;48.99;24.49;12
BX31B;2024;6;0.25;0.04;0
GC38G;2024;5;1.42;0.28;6
C5119F2;2024;1;0.5;0.5;0
ZX31C;2024;8;0.26;0.03;0
CS44L;2024;6;4.24;0.71;0
BX21A;2024;6;10.17;1.7;7
MU08R;2024;15;34.58;2.31;0
BX57B;2024;1;0.08;0.08;0
GR32T;2024;9;1.19;0.13;0
CU25A;2024;2;3.92;1.96;0
GU03G;2024;3;0.0;0.0;0
SE25W;2024;4;5.17;1.29;0
MU24Y;2024;15;2.75;0.18;0
AX50Y;2024;4;0.82;0.21;0
CA08Z;2024;9;2.34;0.26;0
BX38J;2024;4;0.08;0.02;0
GR40T;2024;10;1.27;0.13;0
LE21M;2024;4;0.35;0.09;0
A4352;2024;2;153.74;76.87;0
MU11X;2024;13;6.5;0.5;0
NA30E;2024;8;4.0;0.5;3
AX66R;2024;1;0.0;0.0;0
PX11W;2024;9;0.91;0.1;0
GR07T;2024;7;0.95;0.14;0
GR08T;2024;14;91.31;6.52;0
LE08M;2024;10;5.59;0.56;0
